ISSN,"Abbreviated Journal Title",Rank,Field,Status
0309-166X,Cambridge Journal of Economics,A1,INTERDISCIPLINAR,Atualizado
1055-9965,"Cancer Epidemiology, Biomarkers & Prevention",A1,INTERDISCIPLINAR,Atualizado
0304-3835,Cancer Letters (Print),A1,INTERDISCIPLINAR,Atualizado
0008-543X,Cancer (Print),A1,INTERDISCIPLINAR,Atualizado
0008-5472,"Cancer Research (Chicago, Ill.)",A1,INTERDISCIPLINAR,Atualizado
0144-8617,Carbohydrate Polymers,A1,ENGENHARIAS III,Atualizado
0144-8617,Carbohydrate Polymers,A1,ENGENHARIAS I,Atualizado
0144-8617,Carbohydrate Polymers,A1,INTERDISCIPLINAR,Atualizado
0144-8617,Carbohydrate Polymers,A1,ENGENHARIAS II,Atualizado
0008-6223,Carbon (New York),A1,ENGENHARIAS II,Atualizado
0008-6223,Carbon (New York),A1,INTERDISCIPLINAR,Atualizado
0008-6223,Carbon (New York),A1,ENGENHARIAS III,Atualizado
0143-3334,Carcinogenesis (New York. Print),A1,INTERDISCIPLINAR,Atualizado
1421-976X,Caries Research (Online),A1,ENGENHARIAS III,Atualizado
0008-7157,Casa de las Américas,A1,INTERDISCIPLINAR,Atualizado
1011-372X,Catalysis Letters,A1,ENGENHARIAS II,Atualizado
0920-5861,Catalysis Today (Print),A1,ENGENHARIAS I,Atualizado
0920-5861,Catalysis Today (Print),A1,ENGENHARIAS II,Atualizado
0920-5861,Catalysis Today (Print),A1,ENGENHARIAS III,Atualizado
0920-5861,Catalysis Today (Print),A1,INTERDISCIPLINAR,Atualizado
0341-8162,Catena (Cremlingen),A1,ENGENHARIAS I,Atualizado
0092-8674,Cell (Cambridge),A1,INTERDISCIPLINAR,Atualizado
1538-4101,"Cell Cycle (Georgetown, Tex.)",A1,INTERDISCIPLINAR,Atualizado
0963-6897,Cell Transplantation,A1,INTERDISCIPLINAR,Atualizado
0008-8846,Cement and Concrete Research,A1,ENGENHARIAS I,Atualizado
0008-8846,Cement and Concrete Research,A1,ENGENHARIAS III,Atualizado
0008-8846,Cement and Concrete Research,A1,INTERDISCIPLINAR,Atualizado
0958-9465,Cement & Concrete Composites,A1,ENGENHARIAS I,Atualizado
0272-8842,Ceramics International,A1,ENGENHARIAS III,Atualizado
0272-8842,Ceramics International,A1,ENGENHARIAS II,Atualizado
0272-8842,Ceramics International,A1,INTERDISCIPLINAR,Atualizado
0272-8842,Ceramics International,A1,ENGENHARIAS I,Atualizado
1054-1500,"Chaos (Woodbury, N.Y.)",A1,ENGENHARIAS III,Atualizado
1054-1500,"Chaos (Woodbury, N.Y.)",A1,ENGENHARIAS IV,Atualizado
1054-1500,"Chaos (Woodbury, N.Y.)",A1,ENGENHARIAS I,Atualizado
1089-7682,"Chaos (Woodbury, N.Y. Online)",A1,ENGENHARIAS IV,Atualizado
1089-7682,"Chaos (Woodbury, N.Y. Online)",A1,ENGENHARIAS III,Atualizado
1867-3880,ChemCatChem,A1,ENGENHARIAS II,Atualizado
1867-3880,ChemCatChem,A1,INTERDISCIPLINAR,Atualizado
1359-7345,Chemical Communications (London. 1996. Print),A1,ENGENHARIAS III,Atualizado
1359-7345,Chemical Communications (London. 1996. Print),A1,ENGENHARIAS II,Atualizado
1359-7345,Chemical Communications (London. 1996. Print),A1,INTERDISCIPLINAR,Atualizado
0255-2701,Chemical Engineering and Processing,A1,INTERDISCIPLINAR,Atualizado
0255-2701,Chemical Engineering and Processing,A1,ENGENHARIAS II,Atualizado
1521-4125,Chemical Engineering and Technology (Internet),A1,ENGENHARIAS II,Atualizado
1521-4125,Chemical Engineering and Technology (Internet),A1,INTERDISCIPLINAR,Atualizado
1385-8947,Chemical Engineering Journal (1996),A1,ENGENHARIAS I,Atualizado
1385-8947,Chemical Engineering Journal (1996),A1,ENGENHARIAS III,Atualizado
1385-8947,Chemical Engineering Journal (1996),A1,ENGENHARIAS II,Atualizado
1385-8947,Chemical Engineering Journal (1996),A1,INTERDISCIPLINAR,Atualizado
0263-8762,Chemical Engineering Research & Design,A1,ENGENHARIAS II,Atualizado
0263-8762,Chemical Engineering Research & Design,A1,ENGENHARIAS III,Atualizado
0009-2509,Chemical Engineering Science,A1,ENGENHARIAS II,Atualizado
0009-2509,Chemical Engineering Science,A1,ENGENHARIAS III,Atualizado
0009-2509,Chemical Engineering Science,A1,INTERDISCIPLINAR,Atualizado
0930-7516,Chemical Engineering & Technology,A1,ENGENHARIAS II,Atualizado
0893-228X,Chemical Research in Toxicology,A1,INTERDISCIPLINAR,Atualizado
0009-2665,Chemical Reviews,A1,ENGENHARIAS II,Atualizado
0947-6539,Chemistry - A European Journal,A1,INTERDISCIPLINAR,Atualizado
0947-6539,Chemistry - A European Journal,A1,ENGENHARIAS III,Atualizado
1752-153X,Chemistry Central Journal,A1,ENGENHARIAS I,Atualizado
0897-4756,Chemistry of Materials,A1,INTERDISCIPLINAR,Atualizado
0897-4756,Chemistry of Materials,A1,ENGENHARIAS II,Atualizado
0897-4756,Chemistry of Materials,A1,ENGENHARIAS III,Atualizado
0897-4756,Chemistry of Materials,A1,ENGENHARIAS I,Atualizado
0169-7439,Chemometrics and Intelligent Laboratory Systems (Print),A1,ENGENHARIAS III,Atualizado
0045-6535,Chemosphere (Oxford),A1,ENGENHARIAS III,Atualizado
0045-6535,Chemosphere (Oxford),A1,INTERDISCIPLINAR,Atualizado
0045-6535,Chemosphere (Oxford),A1,ENGENHARIAS I,Atualizado
1864-5631,ChemSusChem (Weinheim. Print),A1,ENGENHARIAS II,Atualizado
1864-5631,ChemSusChem (Weinheim. Print),A1,INTERDISCIPLINAR,Atualizado
1864-5631,ChemSusChem (Weinheim. Print),A1,ENGENHARIAS III,Atualizado
0012-3692,Chest (American College of Chest Physicians),A1,INTERDISCIPLINAR,Atualizado
1516-7313,Ciência e Educação (UNESP. Impresso),A1,INTERDISCIPLINAR,Atualizado
0009-7330,Circulation Research,A1,INTERDISCIPLINAR,Atualizado
0007-8506,CIRP Annals,A1,ENGENHARIAS III,Atualizado
0264-9381,Classical and Quantum Gravity (Print),A1,ENGENHARIAS I,Atualizado
0009-8558,Clay Minerals (Print),A1,ENGENHARIAS II,Atualizado
0009-8604,Clays and Clay Minerals,A1,ENGENHARIAS II,Atualizado
1618-9558,Clean Technologies and Environmental Policy (Internet),A1,ENGENHARIAS II,Atualizado
1618-9558,Clean Technologies and Environmental Policy (Internet),A1,ENGENHARIAS I,Atualizado
1618-954X,Clean Technologies and Environmental Policy (Print),A1,ENGENHARIAS II,Atualizado
1618-954X,Clean Technologies and Environmental Policy (Print),A1,ENGENHARIAS I,Atualizado
1863-0669,Clean (Weinheim. Internet),A1,ENGENHARIAS I,Atualizado
1863-0650,Clean (Weinheim. Print),A1,ENGENHARIAS I,Atualizado
0930-7575,Climate Dynamics,A1,INTERDISCIPLINAR,Atualizado
0936-577X,Climate Research,A1,ENGENHARIAS I,Atualizado
1616-1572,Climate Research (Internet),A1,INTERDISCIPLINAR,Atualizado
0165-0009,Climatic Change,A1,INTERDISCIPLINAR,Atualizado
0165-0009,Climatic Change,A1,ENGENHARIAS III,Atualizado
0954-7894,Clinical and Experimental Allergy (Print),A1,INTERDISCIPLINAR,Atualizado
1521-6616,"Clinical Immunology (Orlando, Fla. Print)",A1,INTERDISCIPLINAR,Atualizado
1523-0899,Clinical Implant Dentistry and Related Research,A1,ENGENHARIAS III,Atualizado
1058-4838,Clinical Infectious Diseases,A1,INTERDISCIPLINAR,Atualizado
1058-4838,Clinical Infectious Diseases,A1,ENGENHARIAS II,Atualizado
1198-743X,Clinical Microbiology and Infection (Print),A1,INTERDISCIPLINAR,Atualizado
0363-9762,Clinical Nuclear Medicine,A1,ENGENHARIAS III,Atualizado
0261-5614,Clinical Nutrition (Edinburgh),A1,INTERDISCIPLINAR,Atualizado
0905-7161,Clinical Oral Implants Research,A1,ENGENHARIAS III,Atualizado
0009-9236,Clinical Pharmacology and Therapeutics,A1,INTERDISCIPLINAR,Atualizado
0143-5221,Clinical Science (1979),A1,INTERDISCIPLINAR,Atualizado
1172-7047,CNS Drugs (Auckland),A1,INTERDISCIPLINAR,Atualizado
1469-493X,Cochrane Database of Systematic Reviews (Online),A1,INTERDISCIPLINAR,Atualizado
0269-9931,Cognition and Emotion (Print),A1,INTERDISCIPLINAR,Atualizado
0926-6410,Cognitive Brain Research,A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0303-402X,Colloid and Polymer Science (Print),A1,ENGENHARIAS II,Atualizado
0927-7757,"Colloids and Surfaces. A, Physicochemical and Engineering Aspects (Print)",A1,ENGENHARIAS II,Atualizado
0927-7765,"Colloids and Surfaces. B, Biointerfaces (Print)",A1,ENGENHARIAS II,Atualizado
0927-7765,"Colloids and Surfaces. B, Biointerfaces (Print)",A1,ENGENHARIAS I,Atualizado
0927-7765,"Colloids and Surfaces. B, Biointerfaces (Print)",A1,INTERDISCIPLINAR,Atualizado
0010-2180,Combustion and Flame,A1,ENGENHARIAS III,Atualizado
0010-2571,Commentarii Mathematici Helvetici (Printed ed.),A1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0010-3616,Communications in Mathematical Physics,A1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1007-5704,Communications in Nonlinear Science & Numerical Simulation,A1,INTERDISCIPLINAR,Atualizado
1007-5704,Communications in Nonlinear Science & Numerical Simulation,A1,ENGENHARIAS III,Atualizado
1069-8299,Communications in Numerical Methods in Engineering,A1,ENGENHARIAS I,Atualizado
1069-8299,Communications in Numerical Methods in Engineering,A1,ENGENHARIAS III,Atualizado
1099-0887,Communications In Numerical Methods in Engineering (Online),A1,ENGENHARIAS III,Atualizado
0360-5302,Communications in Partial Differential Equations,A1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0001-0782,Communications of the ACM,A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0001-0782,Communications of the ACM,A1,INTERDISCIPLINAR,Atualizado
0010-3640,Communications on Pure and Applied Mathematics (Print),A1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0010-4140,Comparative Political Studies,A1,INTERDISCIPLINAR,Atualizado
1359-835X,"Composites. Part A, Applied Science and Manufacturing",A1,INTERDISCIPLINAR,Atualizado
1359-835X,"Composites. Part A, Applied Science and Manufacturing",A1,ENGENHARIAS III,Atualizado
1359-835X,"Composites. Part A, Applied Science and Manufacturing",A1,ENGENHARIAS II,Atualizado
1359-835X,"Composites. Part A, Applied Science and Manufacturing",A1,ENGENHARIAS I,Atualizado
1359-8368,"Composites. Part B, Engineering",A1,ENGENHARIAS II,Atualizado
1359-8368,"Composites. Part B, Engineering",A1,ENGENHARIAS III,Atualizado
0266-3538,Composites Science and Technology,A1,ENGENHARIAS III,Atualizado
0266-3538,Composites Science and Technology,A1,ENGENHARIAS II,Atualizado
0266-3538,Composites Science and Technology,A1,ENGENHARIAS I,Atualizado
0263-8223,Composite Structures,A1,ENGENHARIAS III,Atualizado
0263-8223,Composite Structures,A1,ENGENHARIAS I,Atualizado
0263-8223,Composite Structures,A1,ENGENHARIAS II,Atualizado
0010-437X,Compositio Mathematica (Print),A1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1530-9312,Computational Linguistics - Association For Computational Linguistics (Online),A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0891-2017,Computational Linguistics (Print),A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0927-0256,Computational Materials Science,A1,ENGENHARIAS I,Atualizado
0178-7675,Computational Mechanics,A1,ENGENHARIAS III,Atualizado
0178-7675,Computational Mechanics,A1,ENGENHARIAS I,Atualizado
1432-0924,Computational Mechanics (Berlin. Internet),A1,ENGENHARIAS I,Atualizado
1573-2894,Computational Optimization and Applications (Dordrecht. Online),A1,ENGENHARIAS III,Atualizado
0010-4485,Computer Aided Design,A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0146-4833,Computer Communication Review,A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0140-3664,Computer Communications,A1,ENGENHARIAS IV,Atualizado
0895-6111,Computerized Medical Imaging and Graphics,A1,ENGENHARIAS IV,Atualizado
0169-2607,Computer Methods and Programs in Biomedicine (Print),A1,ENGENHARIAS IV,Atualizado
0045-7825,Computer Methods in Applied Mechanics and Engineering,A1,ENGENHARIAS I,Atualizado
0045-7825,Computer Methods in Applied Mechanics and Engineering,A1,ENGENHARIAS III,Atualizado
0045-7825,Computer Methods in Applied Mechanics and Engineering,A1,INTERDISCIPLINAR,Atualizado
0045-7825,Computer Methods in Applied Mechanics and Engineering,A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1389-1286,Computer Networks (1999),A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0010-4655,Computer Physics Communications,A1,ENGENHARIAS III,Atualizado
0010-4655,Computer Physics Communications,A1,INTERDISCIPLINAR,Atualizado
0010-4655,Computer Physics Communications,A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0360-1315,Computers and Education,A1,ENGENHARIAS I,Atualizado
0360-1315,Computers and Education,A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0360-1315,Computers and Education,A1,INTERDISCIPLINAR,Atualizado
0360-1315,Computers and Education,A1,ENGENHARIAS III,Atualizado
0168-1699,Computers and Electronics in Agriculture,A1,ENGENHARIAS III,Atualizado
0098-1354,Computers & Chemical Engineering,A1,ENGENHARIAS II,Atualizado
0098-1354,Computers & Chemical Engineering,A1,ENGENHARIAS III,Atualizado
0098-1354,Computers & Chemical Engineering,A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0098-1354,Computers & Chemical Engineering,A1,INTERDISCIPLINAR,Atualizado
0198-9715,"Computers, Environment and Urban Systems",A1,ENGENHARIAS I,Atualizado
0045-7930,Computers & Fluids,A1,ENGENHARIAS I,Atualizado
0098-3004,Computers & Geosciences,A1,ENGENHARIAS I,Atualizado
0098-3004,Computers & Geosciences,A1,ENGENHARIAS II,Atualizado
0305-0548,Computers & Operations Research,A1,INTERDISCIPLINAR,Atualizado
0305-0548,Computers & Operations Research,A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0305-0548,Computers & Operations Research,A1,ENGENHARIAS III,Atualizado
0045-7949,Computers & Structures,A1,INTERDISCIPLINAR,Atualizado
0045-7949,Computers & Structures,A1,ENGENHARIAS III,Atualizado
0045-7949,Computers & Structures,A1,ENGENHARIAS I,Atualizado
0045-7949,Computers & Structures,A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1090-235X,Computer Vision and Image Understanding (Online),A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1077-3142,Computer Vision and Image Understanding (Print),A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1077-3142,Computer Vision and Image Understanding (Print),A1,INTERDISCIPLINAR,Atualizado
0888-8892,Conservation Biology,A1,INTERDISCIPLINAR,Atualizado
0950-0618,Construction & Building Materials,A1,ENGENHARIAS I,Atualizado
0950-0618,Construction & Building Materials,A1,ENGENHARIAS III,Atualizado
0176-4276,Constructive Approximation,A1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0967-0661,Control Engineering Practice,A1,ENGENHARIAS II,Atualizado
0967-0661,Control Engineering Practice,A1,ENGENHARIAS IV,Atualizado
0272-1708,Control Systems Magazine,A1,ENGENHARIAS IV,Atualizado
0010-9312,"Corrosion (Houston, Tex.)",A1,ENGENHARIAS II,Atualizado
0010-9312,"Corrosion (Houston, Tex.)",A1,ENGENHARIAS III,Atualizado
0010-938X,Corrosion Science,A1,INTERDISCIPLINAR,Atualizado
0010-938X,Corrosion Science,A1,ENGENHARIAS II,Atualizado
0010-938X,Corrosion Science,A1,ENGENHARIAS III,Atualizado
0010-938X,Corrosion Science,A1,ENGENHARIAS I,Atualizado
1466-609X,Critical Care (London. Online),A1,INTERDISCIPLINAR,Atualizado
1364-8535,Critical Care (London. Print),A1,INTERDISCIPLINAR,Atualizado
0090-3493,Critical Care Medicine,A1,INTERDISCIPLINAR,Atualizado
0090-3493,Critical Care Medicine,A1,ENGENHARIAS III,Atualizado
0738-8551,Critical Reviews in Biotechnology,A1,ENGENHARIAS III,Atualizado
1528-7483,Crystal Growth & Design,A1,INTERDISCIPLINAR,Atualizado
1528-7483,Crystal Growth & Design,A1,ENGENHARIAS II,Atualizado
1528-7483,Crystal Growth & Design,A1,ENGENHARIAS III,Atualizado
1466-8033,CrystEngComm (Cambridge. Online),A1,INTERDISCIPLINAR,Atualizado
1354-067X,Culture & Psychology,A1,INTERDISCIPLINAR,Atualizado
0011-3204,Current Anthropology,A1,INTERDISCIPLINAR,Atualizado
1389-2002,Current Drug Metabolism,A1,INTERDISCIPLINAR,Atualizado
0929-8673,Current Medicinal Chemistry,A1,INTERDISCIPLINAR,Atualizado
1432-0991,Current Microbiology,A1,ENGENHARIAS I,Atualizado
0343-8651,Current Microbiology (Print),A1,ENGENHARIAS I,Atualizado
0958-1669,Current Opinion in Biotechnology,A1,ENGENHARIAS III,Atualizado
1359-0294,Current Opinion in Colloid & Interface Science,A1,ENGENHARIAS II,Atualizado
0011-5258,Dados (Rio de Janeiro. Impresso),A1,INTERDISCIPLINAR,Atualizado
1477-9226,Dalton Transactions (2003. Print),A1,ENGENHARIAS III,Atualizado
1477-9226,Dalton Transactions (2003. Print),A1,INTERDISCIPLINAR,Atualizado
1384-5810,Data Mining and Knowledge Discovery,A1,ENGENHARIAS III,Atualizado
0167-9236,Decision Support Systems,A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0102-4450,DELTA. Documentação de Estudos em Linguística Teórica e Aplicada (PUCSP. Impresso),A1,INTERDISCIPLINAR,Atualizado
0109-5641,Dental Materials,A1,ENGENHARIAS III,Atualizado
0109-5641,Dental Materials,A1,INTERDISCIPLINAR,Atualizado
1091-4269,Depression and Anxiety (Print),A1,INTERDISCIPLINAR,Atualizado
0011-9164,Desalination (Amsterdam),A1,ENGENHARIAS II,Atualizado
0011-9164,Desalination (Amsterdam),A1,ENGENHARIAS III,Atualizado
0011-9164,Desalination (Amsterdam),A1,ENGENHARIAS I,Atualizado
0012-1622,Developmental Medicine and Child Neurology (Print),A1,INTERDISCIPLINAR,Atualizado
0012-1622,Developmental Medicine and Child Neurology (Print),A1,ENGENHARIAS III,Atualizado
0950-1991,Development (Cambridge),A1,INTERDISCIPLINAR,Atualizado
0149-5992,Diabetes Care,A1,INTERDISCIPLINAR,Atualizado
0012-1797,"Diabetes (New York, N.Y.)",A1,INTERDISCIPLINAR,Atualizado
0012-186X,Diabetologia (Berlin),A1,INTERDISCIPLINAR,Atualizado
0925-9635,Diamond and Related Materials,A1,ENGENHARIAS II,Atualizado
0925-9635,Diamond and Related Materials,A1,ENGENHARIAS IV,Atualizado
1095-4333,Digital Signal Processing (Online),A1,ENGENHARIAS IV,Atualizado
1051-2004,Digital Signal Processing (Print),A1,ENGENHARIAS IV,Atualizado
1366-9516,Diversity and Distributions (Print),A1,INTERDISCIPLINAR,Atualizado
0737-3937,Drying Technology,A1,ENGENHARIAS II,Atualizado
0737-3937,Drying Technology,A1,ENGENHARIAS III,Atualizado
0012-7094,Duke Mathematical Journal,A1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0143-7208,Dyes and Pigments,A1,INTERDISCIPLINAR,Atualizado
0143-7208,Dyes and Pigments,A1,ENGENHARIAS II,Atualizado
0143-7208,Dyes and Pigments,A1,ENGENHARIAS I,Atualizado
0143-7208,Dyes and Pigments,A1,ENGENHARIAS III,Atualizado
0196-0202,Ear and Hearing (Print),A1,ENGENHARIAS III,Atualizado
0012-821X,Earth and Planetary Science Letters,A1,INTERDISCIPLINAR,Atualizado
1087-3562,Earth Interactions,A1,INTERDISCIPLINAR,Atualizado
0197-9337,Earth Surface Processes and Landforms (Print),A1,ENGENHARIAS I,Atualizado
1051-0761,Ecological Applications,A1,INTERDISCIPLINAR,Atualizado
1476-945X,Ecological Complexity (Print),A1,ENGENHARIAS I,Atualizado
0921-8009,Ecological Economics (Amsterdam),A1,INTERDISCIPLINAR,Atualizado
0925-8574,Ecological Engineering,A1,ENGENHARIAS I,Atualizado
1470-160X,Ecological Indicators,A1,INTERDISCIPLINAR,Atualizado
1470-160X,Ecological Indicators,A1,ENGENHARIAS I,Atualizado
0304-3800,Ecological Modelling,A1,INTERDISCIPLINAR,Atualizado
0304-3800,Ecological Modelling,A1,ENGENHARIAS I,Atualizado
0012-9658,"Ecology (Brooklyn, New York, N.Y.)",A1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0012-9658,"Ecology (Brooklyn, New York, N.Y.)",A1,INTERDISCIPLINAR,Atualizado
1461-023X,Ecology Letters (Print),A1,INTERDISCIPLINAR,Atualizado
1432-9840,Ecosystems (New York. Print),A1,ENGENHARIAS I,Atualizado
1432-9840,Ecosystems (New York. Print),A1,INTERDISCIPLINAR,Atualizado
0147-6513,Ecotoxicology and Environmental Safety,A1,ENGENHARIAS I,Atualizado
0147-6513,Ecotoxicology and Environmental Safety,A1,INTERDISCIPLINAR,Atualizado
0963-9292,Ecotoxicology (London),A1,ENGENHARIAS I,Atualizado
0102-4698,Educação em Revista (UFMG. Impresso),A1,INTERDISCIPLINAR,Atualizado
0101-7330,Educação & Sociedade (Impresso),A1,INTERDISCIPLINAR,Atualizado
0378-7796,Electric Power Systems Research (Print),A1,ENGENHARIAS IV,Atualizado
1388-2481,Electrochemistry Communications,A1,ENGENHARIAS III,Atualizado
1388-2481,Electrochemistry Communications,A1,ENGENHARIAS II,Atualizado
1388-2481,Electrochemistry Communications,A1,INTERDISCIPLINAR,Atualizado
0013-4686,Electrochimica Acta,A1,ENGENHARIAS II,Atualizado
0013-4686,Electrochimica Acta,A1,INTERDISCIPLINAR,Atualizado
1559-8985,Electromagnetic Waves (Cambridge Online),A1,ENGENHARIAS III,Atualizado
0013-5194,Electronics Letters,A1,ENGENHARIAS IV,Atualizado
0013-5194,Electronics Letters,A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0013-5194,Electronics Letters,A1,INTERDISCIPLINAR,Atualizado
1350-911X,Electronics Letters (Online),A1,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1469-221X,EMBO Reports (Print),A1,ENGENHARIAS II,Atualizado
1080-6059,Emerging Infectious Diseases (Online),A1,INTERDISCIPLINAR,Atualizado
1080-6040,Emerging Infectious Diseases (Print),A1,INTERDISCIPLINAR,Atualizado
1080-6040,Emerging Infectious Diseases (Print),A1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1382-3256,Empirical Software Engineering,A1,ENGENHARIAS III,Atualizado
1573-7616,Empirical Software Engineering (Dordrecht. Online),A1,ENGENHARIAS III,Atualizado
0013-7227,Endocrinology (Philadelphia),A1,INTERDISCIPLINAR,Atualizado
0378-7788,Energy and Buildings,A1,ENGENHARIAS III,Atualizado
0378-7788,Energy and Buildings,A1,ENGENHARIAS I,Atualizado
0378-7788,Energy and Buildings,A1,INTERDISCIPLINAR,Atualizado
0196-8904,Energy Conversion and Management,A1,ENGENHARIAS I,Atualizado
0196-8904,Energy Conversion and Management,A1,ENGENHARIAS III,Atualizado
0196-8904,Energy Conversion and Management,A1,INTERDISCIPLINAR,Atualizado
0140-9883,Energy Economics,A1,ENGENHARIAS III,Atualizado
1754-5692,Energy & Environmental Science (Print),A1,ENGENHARIAS II,Atualizado
1520-5029,Energy & Fuels (Online),A1,ENGENHARIAS II,Atualizado
0887-0624,Energy & Fuels (Print),A1,ENGENHARIAS III,Atualizado
0887-0624,Energy & Fuels (Print),A1,ENGENHARIAS II,Atualizado
0887-0624,Energy & Fuels (Print),A1,INTERDISCIPLINAR,Atualizado
